,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,host_neighbourhood,license,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_listings_count,minimum_maximum_nights,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_value,instant_bookable
1909,100%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,52,1,04/07/22,29/11/24,4.92,4.85,4.97,4.9,,,69,333,29/12/24,153,52,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,5.04,1,1125,29/11/24,4.92,4.97,4.9,4.81,f
1910,100%,f,3,3,"['email', 'phone', 'work_email']",t,t,90,30.0,90.0,t,29/12/24,0,0,,,,,,,James Bay,,90,365,29/12/24,0,0,90,90,30.0,90.0,,t,Entire home/apt,4,2.0,2 baths,1.0,1,0,,f,1,1,0,0,,3,90,,,,,,f
1911,94%,t,1,2,"['email', 'phone', 'work_email']",t,t,730,2.1,730.0,t,29/12/24,4,0,08/05/22,09/08/24,4.67,4.79,4.7,4.73,,,85,174,29/12/24,33,4,730,730,2.1,730.0,,t,Entire home/apt,6,2.0,2 baths,3.0,1,0,,f,1,1,0,0,1.02,1,730,09/08/24,4.67,4.7,4.73,4.52,f
1912,98%,t,55,118,"['email', 'phone', 'work_email']",t,t,365,30.0,365.0,t,29/12/24,0,0,17/09/23,17/09/23,5.0,5.0,5.0,5.0,Cadboro Bay,,0,0,29/12/24,1,0,365,365,30.0,365.0,,t,Entire home/apt,2,,1 bath,,53,0,,t,53,53,0,0,0.06,55,365,17/09/23,5.0,5.0,5.0,5.0,t
1913,96%,t,6,6,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,34,0,13/02/22,20/10/24,4.93,4.94,4.92,4.95,James Bay,Exempt,79,340,29/12/24,84,34,365,365,1.0,365.0,,t,Private room,2,1.0,1 private bath,1.0,0,5,Exempt,t,5,0,5,0,2.4,6,365,20/10/24,4.93,4.92,4.95,4.77,t
1914,40%,f,1,1,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,14/05/22,26/08/23,4.77,4.77,4.87,4.85,,,15,230,29/12/24,39,0,1125,1125,30.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.22,1,1125,26/08/23,4.77,4.87,4.85,4.72,f
1915,97%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,38,0,25/03/22,29/08/24,4.94,4.91,4.98,4.97,,,0,0,29/12/24,131,38,1125,1125,1.0,1125.0,,t,Entire home/apt,4,,1 bath,1.0,1,0,,f,1,1,0,0,3.89,1,1125,29/08/24,4.94,4.98,4.97,4.87,f
1916,92%,t,1,1,"['email', 'phone']",t,t,31,3.0,31.0,t,29/12/24,53,6,22/12/22,23/12/24,5.0,5.0,5.0,4.99,,,58,59,29/12/24,108,53,31,31,3.0,31.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,4.38,1,31,23/12/24,5.0,5.0,4.99,4.96,f
1917,,f,3,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,63,3,12/02/22,27/12/24,4.95,4.97,4.9,4.99,,,85,171,29/12/24,203,63,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,5.79,3,1125,27/12/24,4.95,4.9,4.99,4.86,f
1918,100%,t,4,5,"['email', 'phone']",t,t,30,1.0,30.0,t,29/12/24,121,4,11/03/22,19/12/24,4.84,4.86,4.79,4.94,James Bay,36280,67,99,29/12/24,343,121,30,30,1.0,30.0,,t,Private room,2,1.0,1 shared bath,1.0,1,2,36280,f,3,1,2,0,10.04,4,30,19/12/24,4.84,4.79,4.94,4.82,f
1919,,f,1,1,"['email', 'phone']",t,t,90,1.0,90.0,t,29/12/24,0,0,14/08/22,04/08/23,4.6,4.4,4.2,4.0,,,0,0,29/12/24,5,0,90,90,1.0,90.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,0.17,1,90,04/08/23,4.6,4.2,4.0,4.6,f
1920,100%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,75,2,02/05/22,27/12/24,4.89,4.93,4.87,4.95,,,0,0,29/12/24,207,75,1125,1125,1.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,t,1,1,0,0,6.38,1,1125,27/12/24,4.89,4.87,4.95,4.8,t
1921,96%,t,6,6,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,21,0,23/02/22,28/09/24,4.92,4.97,4.97,4.95,James Bay,Exempt,75,325,29/12/24,62,21,365,365,1.0,365.0,,t,Private room,2,1.0,1 private bath,1.0,0,5,Exempt,t,5,0,5,0,1.79,6,365,28/09/24,4.92,4.97,4.95,4.85,t
1922,100%,t,1,1,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,52,1,15/02/22,20/12/24,4.81,4.86,4.87,4.91,,,89,262,29/12/24,142,52,1125,1125,2.0,1125.0,,t,Private room,1,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,4.06,1,1125,20/12/24,4.81,4.87,4.91,4.77,f
1923,100%,f,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,3,0,18/04/22,11/11/24,4.79,4.79,4.76,4.9,Elliotsville,,83,352,29/12/24,29,3,1125,1125,2.0,1125.0,,t,Entire home/apt,6,1.5,1.5 baths,2.0,1,0,,f,1,1,0,0,0.88,1,1125,11/11/24,4.79,4.76,4.9,4.48,f
1924,98%,t,2,2,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,13,0,25/02/22,17/11/24,4.92,4.89,4.92,4.86,,,87,361,29/12/24,36,13,1125,1125,3.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,t,2,2,0,0,1.04,2,1125,17/11/24,4.92,4.92,4.86,4.86,t
1925,99%,t,6,14,"['email', 'phone']",t,f,1125,3.0,743.5,t,29/12/24,13,0,19/04/22,18/09/24,4.94,4.9,4.92,4.87,Fairfield,,67,333,29/12/24,52,13,3,1125,3.0,743.5,,t,Entire home/apt,4,1.0,1 bath,1.0,6,0,,t,6,6,0,0,1.58,6,3,18/09/24,4.94,4.92,4.87,4.75,t
1926,98%,t,1,1,"['email', 'phone']",t,t,14,2.0,14.0,t,29/12/24,41,2,24/04/22,08/12/24,4.87,4.85,4.91,4.96,,,53,54,29/12/24,105,41,14,14,2.0,14.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.21,1,14,08/12/24,4.87,4.91,4.96,4.81,f
1927,100%,f,7,7,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,1,0,21/02/22,09/10/24,4.8,4.76,4.82,4.96,Fairview,,90,364,29/12/24,49,1,1125,1125,30.0,1125.0,,t,Entire home/apt,12,4.0,4 baths,2.0,5,1,,t,6,5,1,0,1.41,7,1125,09/10/24,4.8,4.82,4.96,4.69,t
1928,95%,f,2,5,"['email', 'phone', 'work_email']",t,t,1125,3.0,1125.0,t,29/12/24,4,0,11/06/22,27/08/24,5.0,4.92,5.0,4.96,,,45,45,29/12/24,26,4,1125,1125,3.0,1125.0,,t,Private room,2,1.0,1 shared bath,1.0,0,2,,f,2,0,2,0,0.84,2,1125,27/08/24,5.0,5.0,4.96,5.0,f
1929,98%,t,1,1,"['email', 'phone']",t,t,30,2.0,30.0,t,29/12/24,33,0,21/02/22,20/11/24,4.94,4.97,5.0,5.0,,,84,84,29/12/24,66,33,30,30,2.0,30.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.9,1,30,20/11/24,4.94,5.0,5.0,4.95,f
1930,75%,t,1,1,"['email', 'phone']",t,t,120,91.0,120.0,t,29/12/24,15,0,15/04/22,17/11/24,4.98,4.98,4.95,4.87,Downtown,42137,56,148,29/12/24,124,15,120,120,91.0,120.0,,t,Entire home/apt,3,,1 bath,1.0,1,0,42137,f,1,1,0,0,3.76,1,120,17/11/24,4.98,4.95,4.87,4.91,f
1931,98%,f,3,4,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,12,1,23/02/22,02/12/24,4.23,4.31,4.31,4.38,,,90,365,29/12/24,13,12,1125,1125,1.0,1125.0,,t,Private room,2,1.0,1 shared bath,1.0,0,2,,f,2,0,2,0,0.37,3,1125,02/12/24,4.23,4.31,4.38,4.15,f
1932,97%,t,3,14,"['email', 'phone', 'work_email']",t,t,1125,65.4,1125.0,t,29/12/24,3,0,09/05/22,21/04/24,4.96,4.98,5.0,4.98,Downtown,,90,266,29/12/24,45,3,1125,1125,65.4,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,3,0,,f,3,3,0,0,1.4,3,1125,21/04/24,4.96,5.0,4.98,4.87,f
1933,96%,t,6,6,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,31,0,10/04/22,23/11/24,5.0,5.0,4.95,4.98,James Bay,Exempt,70,324,29/12/24,40,31,365,365,2.0,365.0,,t,Private room,2,2.0,2 baths,1.0,0,5,Exempt,t,5,0,5,0,1.21,6,365,23/11/24,5.0,4.95,4.98,4.88,t
1934,99%,t,3,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,15,0,26/02/22,31/08/24,4.91,4.86,4.9,4.93,Central Vancouver,,0,0,29/12/24,80,15,1125,1125,2.0,1125.0,,t,Entire home/apt,4,,1 bath,1.0,2,0,,f,2,2,0,0,2.31,3,1125,31/08/24,4.91,4.9,4.93,4.85,f
1935,,f,1,1,"['email', 'phone', 'work_email']",t,t,365,29.0,365.0,t,29/12/24,0,0,30/06/22,01/03/23,5.0,4.5,5.0,5.0,Harris Green,,0,0,29/12/24,4,0,365,365,29.0,365.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.13,1,365,01/03/23,5.0,5.0,5.0,5.0,f
1936,100%,t,5,5,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,62,1,07/03/22,10/12/24,4.83,4.86,4.93,4.92,,00016026,85,263,29/12/24,181,62,1125,1125,1.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,5,00016026,t,5,0,5,0,5.28,5,1125,10/12/24,4.83,4.93,4.92,4.73,t
1937,98%,t,33,43,"['email', 'phone']",t,t,365,70.7,365.0,t,29/12/24,3,0,13/03/22,03/02/24,4.92,4.87,4.94,4.92,Fairfield,,90,123,29/12/24,115,3,365,365,70.7,365.0,,t,Entire home/apt,2,1.0,1 bath,0.0,17,0,,f,17,17,0,0,3.37,33,365,03/02/24,4.92,4.94,4.92,4.8,f
1938,95%,f,1,1,"['email', 'phone']",t,t,60,3.0,60.0,t,29/12/24,10,2,21/03/22,06/12/24,4.39,4.5,4.39,4.81,,,57,57,29/12/24,36,10,60,60,3.0,60.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.06,1,60,06/12/24,4.39,4.39,4.81,4.19,f
1939,80%,t,1,1,['phone'],t,t,1125,7.0,1125.0,t,29/12/24,10,0,20/03/22,19/10/24,5.0,5.0,5.0,5.0,,,77,321,29/12/24,32,10,1125,1125,7.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.94,1,1125,19/10/24,5.0,5.0,5.0,5.0,f
1940,100%,t,1,1,['phone'],f,t,60,30.0,60.0,t,29/12/24,87,1,07/05/23,13/12/24,4.96,4.98,4.98,4.93,,,0,0,29/12/24,133,87,60,60,30.0,60.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,6.62,1,60,13/12/24,4.96,4.98,4.93,4.92,f
1941,50%,f,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,t,29/12/24,0,0,24/04/22,09/10/22,4.89,4.94,5.0,5.0,,,1,211,29/12/24,18,0,1125,1125,2.0,1125.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,0.55,1,1125,09/10/22,4.89,5.0,5.0,4.83,f
1942,100%,f,14,15,"['email', 'phone']",t,t,999,1.0,999.0,t,29/12/24,0,0,24/03/22,09/12/22,4.8,4.9,4.8,4.7,,,22,76,29/12/24,10,0,999,999,1.0,999.0,,t,Entire home/apt,6,1.0,1 bath,2.0,6,0,,t,6,6,0,0,0.3,14,999,09/12/22,4.8,4.8,4.7,4.9,t
1943,,f,5,5,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,0,0,13/03/22,18/09/23,5.0,4.95,4.98,5.0,Beach Camp,,0,0,29/12/24,41,0,1125,1125,2.0,1125.0,,t,Entire home/apt,7,,1 bath,3.0,5,0,,t,5,5,0,0,1.2,5,1125,18/09/23,5.0,4.98,5.0,4.83,t
1944,100%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,73,1,23/09/22,26/12/24,4.94,4.96,4.95,4.96,,,60,295,29/12/24,187,73,1125,1125,1.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,6.77,1,1125,26/12/24,4.94,4.95,4.96,4.88,f
1945,97%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,22,0,11/04/22,28/04/24,4.97,4.97,4.98,4.9,Downtown,,0,0,29/12/24,225,22,1125,1125,1.0,1125.0,,t,Entire home/apt,4,,1 bath,1.0,1,0,,f,1,1,0,0,6.79,1,1125,28/04/24,4.97,4.98,4.9,4.88,f
1946,80%,f,1,1,"['email', 'phone']",t,t,150,30.0,150.0,t,29/12/24,1,0,02/05/22,27/05/24,4.8,4.8,4.8,5.0,,,0,0,29/12/24,5,1,150,150,30.0,150.0,,t,Entire home/apt,6,,3 baths,3.0,1,0,,f,1,1,0,0,0.15,1,150,27/05/24,4.8,4.8,5.0,4.8,f
1947,90%,f,1,1,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,3,0,23/04/22,30/05/24,4.77,4.77,5.0,4.54,,,28,117,29/12/24,13,3,1125,1125,3.0,1125.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.4,1,1125,30/05/24,4.77,5.0,4.54,4.62,f
1948,67%,f,1,2,"['email', 'phone']",t,t,30,3.0,30.0,t,29/12/24,1,0,16/03/22,01/01/24,4.96,4.92,5.0,4.96,,,56,89,29/12/24,25,1,30,30,3.0,30.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,f,1,1,0,0,0.74,1,30,01/01/24,4.96,5.0,4.96,4.8,f
1949,100%,t,3,4,['phone'],t,t,1125,2.0,1125.0,t,29/12/24,47,1,16/03/22,22/12/24,4.9,4.94,4.86,4.93,,,78,78,29/12/24,140,47,1125,1125,2.0,1125.0,,t,Entire home/apt,6,2.0,2 baths,3.0,3,0,,f,3,3,0,0,4.12,3,1125,22/12/24,4.9,4.86,4.93,4.86,f
1950,100%,t,3,4,['phone'],t,t,1125,2.0,1125.0,t,29/12/24,26,0,13/03/22,11/11/24,4.77,4.86,4.77,4.94,,,0,0,29/12/24,143,26,1125,1125,2.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,3,0,,f,3,3,0,0,4.19,3,1125,11/11/24,4.77,4.77,4.94,4.7,f
1951,99%,t,1,1,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,73,3,20/04/22,10/12/24,4.95,4.95,5.0,4.97,,,58,147,29/12/24,200,73,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,6.09,1,1125,10/12/24,4.95,5.0,4.97,4.93,f
1952,89%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,7,0,09/07/23,25/08/24,4.93,4.93,5.0,5.0,,,0,0,29/12/24,14,7,1125,1125,2.0,1125.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,0.78,1,1125,25/08/24,4.93,5.0,5.0,4.71,f
1953,100%,t,6,6,"['email', 'phone', 'work_email']",t,t,14,2.0,14.0,t,29/12/24,0,0,23/05/22,26/08/23,5.0,5.0,5.0,5.0,,,84,358,29/12/24,4,0,14,14,2.0,14.0,,t,Entire home/apt,4,2.0,2 baths,2.0,6,0,,f,6,6,0,0,0.13,6,14,26/08/23,5.0,5.0,5.0,4.75,f
1954,100%,t,6,6,"['email', 'phone', 'work_email']",t,t,14,2.0,14.0,t,29/12/24,0,0,21/06/22,25/07/22,5.0,4.5,5.0,5.0,,,76,350,29/12/24,2,0,14,14,2.0,14.0,,t,Entire home/apt,6,3.0,3 baths,3.0,6,0,,f,6,6,0,0,0.07,6,14,25/07/22,5.0,5.0,5.0,4.5,f
1955,100%,f,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,t,29/12/24,8,0,12/05/22,20/10/24,4.74,4.76,4.97,4.71,,,62,218,29/12/24,38,8,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,1.18,1,1125,20/10/24,4.74,4.97,4.71,4.82,t
1956,,f,2,2,"['email', 'phone']",t,f,60,2.0,60.0,t,29/12/24,52,3,19/04/22,14/12/24,5.0,4.98,5.0,4.98,,,75,105,29/12/24,123,52,60,60,2.0,60.0,,t,Entire home/apt,6,2.0,2 baths,2.0,2,0,,f,2,2,0,0,3.74,2,60,14/12/24,5.0,5.0,4.98,4.95,f
1957,100%,t,1,3,"['email', 'phone']",t,t,1125,1.0,1125.0,t,29/12/24,69,0,12/05/22,25/11/24,4.81,4.83,4.71,4.88,,,0,43,29/12/24,133,69,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,4.14,1,1125,25/11/24,4.81,4.71,4.88,4.71,f
1958,79%,t,2,4,"['email', 'phone']",t,t,730,4.8,730.0,t,29/12/24,2,0,18/03/22,07/01/24,4.98,5.0,4.94,5.0,,,29,210,29/12/24,53,2,730,730,4.8,730.0,,t,Entire home/apt,6,2.5,2.5 baths,2.0,1,0,,f,1,1,0,0,1.56,2,730,07/01/24,4.98,4.94,5.0,4.92,f
1959,100%,f,3,5,"['email', 'phone', 'work_email']",t,t,365,1.2,365.0,t,29/12/24,3,0,27/05/24,21/07/24,5.0,5.0,5.0,5.0,,,0,34,29/12/24,3,3,365,365,1.2,365.0,,t,Entire home/apt,6,1.0,1 bath,1.0,1,2,,t,3,1,2,0,0.41,3,365,21/07/24,5.0,5.0,5.0,5.0,t
1960,54%,f,8,14,"['email', 'phone']",t,t,365,90.0,365.0,t,29/12/24,0,0,,,,,,,Downtown,41501,57,210,29/12/24,0,0,365,365,90.0,365.0,,t,Entire home/apt,4,2.0,2 baths,2.0,8,0,41501,f,8,8,0,0,,8,365,,,,,,f
1961,85%,f,11,12,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,3,0,11/05/22,02/09/24,4.56,4.56,4.56,4.5,,,89,363,29/12/24,16,3,365,365,2.0,365.0,,t,Entire home/apt,6,1.0,1 bath,2.0,11,0,,f,11,11,0,0,0.5,11,365,02/09/24,4.56,4.56,4.5,4.25,f
1962,90%,t,2,2,"['email', 'phone']",t,t,42,2.0,42.0,t,29/12/24,5,0,12/04/22,02/11/24,4.9,4.88,4.98,4.93,,,55,83,29/12/24,58,5,42,42,2.0,42.0,,t,Private room,2,1.0,1 private bath,1.0,1,1,,f,2,1,1,0,1.75,2,42,02/11/24,4.9,4.98,4.93,4.9,f
1963,,f,1,1,"['email', 'phone']",t,f,1125,2.0,1125.0,t,29/12/24,21,0,04/05/22,14/10/24,4.98,4.91,5.0,5.0,,,56,314,29/12/24,57,21,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,1.76,1,1125,14/10/24,4.98,5.0,5.0,4.95,t
1964,98%,t,1,1,"['email', 'phone']",t,t,14,1.0,14.0,t,29/12/24,68,1,19/03/22,06/12/24,4.9,4.92,4.99,4.95,,,83,83,29/12/24,180,68,14,14,1.0,14.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,5.31,1,14,06/12/24,4.9,4.99,4.95,4.79,f
1965,100%,t,1,1,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,13,0,03/05/22,17/10/24,4.97,5.0,5.0,4.97,,,83,172,29/12/24,30,13,1125,1125,3.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.93,1,1125,17/10/24,4.97,5.0,4.97,4.97,f
1966,87%,t,3,3,"['email', 'phone']",t,t,365,7.0,365.0,t,29/12/24,0,0,,,,,,,,,74,163,29/12/24,0,0,365,365,7.0,365.0,,t,Entire home/apt,10,3.5,3.5 baths,4.0,2,0,,f,2,2,0,0,,3,365,,,,,,f
1967,100%,t,2,2,"['email', 'phone']",t,t,1125,3.0,1125.0,t,29/12/24,11,0,03/05/22,23/09/24,4.95,4.95,5.0,5.0,,,90,169,29/12/24,43,11,1125,1125,3.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,1.33,2,1125,23/09/24,4.95,5.0,5.0,4.98,f
1968,81%,t,1,1,"['email', 'phone']",t,t,365,30.0,365.0,t,29/12/24,6,1,03/07/23,23/12/24,4.96,4.96,4.96,5.0,,,32,122,29/12/24,27,6,365,365,30.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.48,1,365,23/12/24,4.96,4.96,5.0,4.93,f
1969,100%,,8,22,"['email', 'phone']",t,t,30,1.1,30.0,t,29/12/24,31,4,11/04/22,21/12/24,4.72,4.8,4.71,4.66,Downtown,42324,16,37,29/12/24,151,31,30,30,1.1,30.0,,t,Entire home/apt,4,2.0,2 baths,2.0,7,0,42324,t,7,7,0,0,4.56,8,30,21/12/24,4.72,4.71,4.66,4.69,t
1970,100%,t,2,2,['phone'],t,t,1125,3.0,1125.0,t,29/12/24,10,0,24/04/22,02/09/24,5.0,5.0,4.97,4.92,,,13,287,29/12/24,39,10,1125,1125,3.0,1125.0,,t,Entire home/apt,5,2.0,2 baths,3.0,1,0,,f,1,1,0,0,1.19,2,1125,02/09/24,5.0,4.97,4.92,4.85,f
1971,95%,t,9,20,"['email', 'phone']",t,f,730,7.9,730.0,t,29/12/24,9,0,04/02/23,10/10/24,4.77,4.77,4.77,5.0,Cadboro Bay,,58,330,29/12/24,13,9,730,730,7.9,730.0,,t,Entire home/apt,2,2.0,2 baths,1.0,9,0,,f,9,9,0,0,0.56,9,730,10/10/24,4.77,4.77,5.0,4.54,f
1972,100%,t,1,1,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,16,0,27/03/22,27/08/24,4.94,4.96,4.87,4.96,,,0,0,29/12/24,47,16,1125,1125,2.0,1125.0,,t,Entire home/apt,4,,1 bath,3.0,1,0,,f,1,1,0,0,1.4,1,1125,27/08/24,4.94,4.87,4.96,4.94,f
1973,98%,t,55,118,"['email', 'phone', 'work_email']",t,t,365,2.0,365.0,t,29/12/24,0,0,07/07/22,24/07/23,4.33,4.67,5.0,5.0,Cadboro Bay,,0,0,29/12/24,3,0,365,365,2.0,365.0,,t,Entire home/apt,6,,3 baths,3.0,53,0,,t,53,53,0,0,0.1,55,365,24/07/23,4.33,5.0,5.0,4.0,t
1974,98%,t,55,118,"['email', 'phone', 'work_email']",t,t,365,89.0,365.0,t,29/12/24,0,0,,,,,,,Cadboro Bay,,90,335,29/12/24,0,0,365,365,89.0,365.0,,t,Entire home/apt,2,1.0,1 bath,0.0,53,0,,t,53,53,0,0,,55,365,,,,,,t
1975,100%,t,1,1,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,15,0,13/11/22,09/06/24,4.92,4.96,4.98,4.98,,,85,360,29/12/24,49,15,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.89,1,1125,09/06/24,4.92,4.98,4.98,4.9,f
1976,8%,t,2,2,"['email', 'phone']",t,t,365,3.0,365.0,t,29/12/24,0,0,15/05/22,10/06/22,5.0,4.75,5.0,5.0,,,89,89,29/12/24,4,0,365,365,3.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,2,0,,f,2,2,0,0,0.13,2,365,10/06/22,5.0,5.0,5.0,4.75,f
1977,100%,t,5,6,"['email', 'phone']",t,t,365,3.0,365.0,t,29/12/24,6,0,18/08/22,03/10/24,5.0,4.82,4.94,5.0,,,85,263,29/12/24,17,6,365,365,3.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,5,0,,t,5,5,0,0,0.59,5,365,03/10/24,5.0,4.94,5.0,4.94,t
1978,100%,t,1,1,['phone'],t,t,30,2.0,30.0,t,29/12/24,19,0,13/06/23,27/10/24,4.97,4.97,5.0,4.93,,,2,2,29/12/24,30,19,30,30,2.0,30.0,,t,Entire home/apt,4,,1 bath,2.0,1,0,,f,1,1,0,0,1.59,1,30,27/10/24,4.97,5.0,4.93,4.93,f
1979,99%,f,8,8,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,9,0,08/05/22,02/09/24,4.6,4.67,4.71,4.58,,,45,320,29/12/24,45,9,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,8,0,,t,8,8,0,0,1.4,8,365,02/09/24,4.6,4.71,4.58,4.56,t
1980,99%,f,8,8,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,7,0,11/04/22,22/11/24,4.6,4.6,4.7,4.63,,,80,297,29/12/24,43,7,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,0.0,8,0,,t,8,8,0,0,1.3,8,365,22/11/24,4.6,4.7,4.63,4.4,t
1981,100%,f,2,3,"['email', 'phone']",t,t,1125,2.0,1125.0,t,29/12/24,17,0,30/04/22,25/08/24,4.88,4.89,4.66,4.96,,,86,360,29/12/24,56,17,1125,1125,2.0,1125.0,,t,Private room,4,2.0,2 baths,2.0,1,1,,t,2,1,1,0,1.72,2,1125,25/08/24,4.88,4.66,4.96,4.77,t
1982,99%,t,2,5,"['email', 'phone']",t,t,90,2.0,90.0,t,29/12/24,16,0,23/05/22,14/10/24,4.94,4.94,4.9,5.0,,,55,274,29/12/24,31,16,90,90,2.0,90.0,,t,Entire home/apt,12,3.0,3 baths,5.0,2,0,,t,2,2,0,0,0.98,2,90,14/10/24,4.94,4.9,5.0,4.84,t
1983,40%,f,1,2,"['email', 'phone']",t,t,60,3.0,60.0,t,29/12/24,1,0,01/05/22,21/07/24,4.8,4.9,4.8,4.9,,,88,363,29/12/24,10,1,60,60,3.0,60.0,,t,Entire home/apt,7,3.0,3 baths,4.0,1,0,,f,1,1,0,0,0.31,1,60,21/07/24,4.8,4.8,4.9,4.8,f
